Country/Regional and global averages,Region,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2022 data sources,2000.1,2001.1,2002.1,2003.1,2004.1,2005.1,2006.1,2007.1,2008.1,2009.1,2010.1,2011.1,2012.1,2013.1,2014.1,2015.1,2016.1,2017.1,2018.1,2019.1,2020.1,2021.1,2022.1
Armenia,Western Asia and Northern Africa ,98.9,100.0,98.0,99.1069107055664,99.09443664550781,99.8,99.11369323730469,99.1537857055664,99.21111297607422,99.28181457519531,99.8,99.49461364746094,99.5358657836914,99.42,99.71,100.0,99.8,99.7,99.9,100.0,100.0,100.0,100.0,World Bank,34853.75299999956,0.0,62100.74000000022,27543.7847914123,27762.26326217642,6094.492000000086,26823.95009002695,25423.60302696237,23535.82113807695,21289.14182006847,5892.586000000127,14802.6449731444,13526.82506828289,16828.03300000029,8380.797000000253,0.0,5731.669999999925,8555.768999999855,2836.55700000003,0.0,0.0,0.0,0.0
Aruba,Latin America and the Caribbean ,91.66039800314573,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.35629215095422,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.88,World Bank,7430.668775217127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6666.362892811012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0864345000009
Australia,Oceania,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,World Bank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria,Northern America and Europe,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,World Bank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Azerbaijan,Western Asia and Northern Africa ,98.90822244967588,98.5979995727539,100.0,98.84778594970703,98.97737884521484,99.11943817138672,99.5,99.46292114257812,99.66230010986328,99.87506866455078,99.94766235351562,99.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,World Bank,87872.80791538674,113719.0586547852,0.0,94874.45711517334,84944.026222229,73895.42781448364,42422.75,46088.34799194336,29593.99217224121,11177.91016578674,4738.824273681268,9173.08199999854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bahamas,Latin America and the Caribbean ,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,World Bank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bahrain,Western Asia and Northern Africa ,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,World Bank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bangladesh,Central Asia and Southern Asia,32.0,35.03246688842773,37.75412750244141,40.47424697875977,40.6,44.23,50.52510245901639,46.5,54.26874542236328,57.0775146484375,55.26,59.6,65.54574584960938,61.5,62.4,74.00247192382812,75.92,88.0,86.915283203125,92.2,96.2,98.99102783203125,99.36,Census,87851462.36,85543065.29086746,83496505.06040695,81254561.26963478,82441096.65,78586951.443,70565468.00115266,77112724.69,66502993.14473465,62970209.03199463,66390195.58860001,60685246.02,52401698.74543853,59301603.515,58641448.42399999,41031898.56262207,38476123.9744,19415275.68000001,21417582.34621581,12910265.31600001,6361996.137999982,1708757.437305301,1095592.780799985
Barbados,Latin America and the Caribbean ,100.0,99.99906158447266,100.0,99.96649932861328,99.92389678955078,99.8696060180664,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,World Bank,0.0,2.490338973992039,0.0,89.61396095273085,204.3409252166748,351.3817906951881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belarus,Northern America and Europe,88.99837493896484,89.50689697265625,90.00686645507812,90.50530242919922,91.00920104980469,91.52557373046875,92.06120300292969,92.61767578125,93.19136810302734,93.77845001220703,94.37507629394531,94.97740936279297,95.58161926269531,96.18385314941406,96.78105926513672,97.37328338623047,98.04300689697266,98.74201202392578,99.34876251220703,100.0,100.0,100.0,100.0,World Bank,1097919.274753571,1041812.875690307,985877.3865783699,930171.6893204506,874817.8644204717,818961.3514251709,762515.4180828854,705820.5488623045,648725.4258487709,591332.3824762721,533458.5394073483,475219.5954439547,417397.1821087655,360366.7991706841,304142.098174667,248515.655133361,185315.0939295199,118992.9442781825,61468.90631217882,0.0,0.0,0.0,0.0
Belgium,Northern America and Europe,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,World Bank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belize,Latin America and the Caribbean ,79.0,80.23301696777344,81.03787231445312,81.8411865234375,82.64996337890625,83.47122192382812,90.98853085745495,85.17308044433594,86.05165100097656,86.94361114501953,89.91722437477985,91.68173598553345,90.92204284667969,91.13336181640625,91.47062683105469,91.8,93.26068878173828,94.15032958984375,91.72,92.72,96.80762481689453,97.69214630126953,98.57,World Bank,50485.26000000001,49041.8849029541,48540.58179840088,47938.90440185546,47214.30765624999,46342.56153106689,26018.72474057891,44061.60165115356,42636.05786880496,41019.38742958067,32477.22525537165,27411.84086799278,30598.07160140993,30562.2378222656,30051.96695480344,29509.42200000002,24754.36621513369,21918.30554992676,31635.06479999999,28326.11600000004,12607.35999687196,9232.130229568458,5775.292966918962
Benin,Sub-Saharan Africa ,21.53433036804199,21.9,23.35894203186035,24.26543617248535,25.17739677429199,26.10182952880859,27.9,28.01004791259766,28.99180030822754,29.98694038391113,34.2,36.9,38.4,34.65362930297852,34.1,29.62,37.02627563476562,34.5,39.00942230224609,39.99809265136719,40.98593139648438,41.9736328125,56.5,MICS,5491045.607948436,5632604.021,5695797.117096348,5800667.771442108,5906910.81585926,6022271.545031662,6058296.951,6225519.000533066,6324323.293005809,6421957.695114098,6215277.18,6137345.779999999,6168672.048,6736380.919955063,6995182.196,7694492.6754,7090894.891191101,7595890.245,7282691.542757493,7374500.821615601,7461221.280846863,7541626.015673828,5808495.84
Bermuda,Northern America and Europe,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,World Bank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bhutan,Central Asia and Southern Asia,31.15,40.24427795410156,44.11918640136719,41.1,51.87139129638672,59.80811164413432,59.67326354980469,71.8,67.55329895019531,71.51531219482422,73.2829108748978,81.78115844726562,91.5,87.42046356201172,91.3926010131836,95.3597640991211,99.3227767944336,97.69999999999999,99.95767211914062,100.0,100.0,100.0,100.0,World Bank,404292.0195,360466.832326355,345929.0589660645,373795.303,312831.624998703,266602.0395987789,271503.7858245849,192215.148,223796.9024198914,198731.4001853943,188493.338511856,129960.6446365357,61297.32499999995,91690.8573474884,63381.18495735165,34489.66698989866,5077.555478286697,17390.78300000017,322.5790869140765,0.0,0.0,0.0,0.0
Bolivia (Plurinational State of),Latin America and the Caribbean ,69.963045,69.258539,63.996855,72.3,75.86585235595703,68.288209,76.211281,80.156567,84.674991,86.765597,87.9524154663086,88.335943,90.387375,89.505686,90.038729,91.522822,91.8,91.8,92.8,95.08,97.22181701660156,98.55622863769531,99.89,World Bank,2580972.2160248,2688674.00188724,3204489.803335351,2508893.706,2224270.381146926,2973737.683819081,2270077.286186971,1927025.94064816,1514201.766503369,1330231.79858751,1231657.095357513,1212624.05930022,1016025.33624625,1127440.778175861,1087470.66010477,940126.2458012998,923567.2300000004,937713.7060000002,835697.1600000001,579443.898,331608.4215548709,174399.9574536141,13493.22688903846
Bosnia and Herzegovina,Northern America and Europe,98.99918365478516,99.4,98.5,99.04157257080078,99.05728912353516,99.08548736572266,99.38727698684447,99.7,99.2867431640625,99.3856430053711,99.49408721923828,99.70578054690205,99.72427368164062,99.5,99.922607421875,99.7,99.99671173095703,100.0,100.0,100.0,100.0,100.0,100.0,World Bank,41827.61792373657,25169.59199999971,62976.14999999991,40098.27465904225,39055.19181671133,37442.86334983818,24864.82681564288,12023.62800000003,28126.51300781267,23823.22835922241,19280.78127807612,11013.05192107987,10131.21615295392,18087.79499999993,2763.741591796745,10572.97200000007,114.4641850278713,0.0,0.0,0.0,0.0,0.0,0.0
Botswana,Sub-Saharan Africa ,26.51616287231445,24.8,27.0,33.07161712646484,35.25836181640625,37.45757675170898,39.67604827880859,41.91535949707031,44.5,43.36,52.03361129760742,53.24,55.96567535400391,57.97229766845703,60.02224349975586,62.13,64.20296478271484,67.4,68.2547378540039,70.09508514404297,71.8291244506836,73.72590637207031,75.94,World Bank,1269054.84461956,1324971.36,1310444.9,1222689.863214951,1203602.084225464,1183807.36521328,1163470.469804687,1142511.519225311,1114062.6,1160551.9008,1003295.684588013,997875.7012,957933.7069301605,931870.9977027893,903647.6132699584,872968.2576999997,842095.1839770507,782999.8400000001,778206.2133205414,747533.754752655,717343.738405304,680084.6825068665,632893.5027044679
Brazil,Latin America and the Caribbean ,94.43141174316406,96.016528,96.652996,96.980098,96.765107,97.093513,97.594314,98.125382,98.526625,98.856938,98.6,99.328691,99.519494,99.575151,99.650247,99.710902,99.7,99.8,99.7,99.8,99.70271301269531,99.46212005615234,100.0,NatSur,9793683.318780512,7099020.38030833,6040561.866017371,5515225.218907535,5975560.438463986,5429240.229056597,4542432.711978525,3576385.966239542,2838785.750598758,2223456.185950398,2748948.887999982,1330435.769003183,960904.880797416,857012.9098818302,711606.2296645045,593194.9968909025,620578.7339999676,417009.9199999869,630499.7759999931,423565.7560000122,633804.8692065477,1152817.767923206,0.0
British Virgin Islands,Latin America and the Caribbean ,97.14576721191406,97.24842071533203,97.342529296875,97.43509674072266,97.53312683105469,97.64363098144531,97.77339935302734,97.92399597167969,98.0918197631836,98.27303314208984,98.3,98.66026306152344,98.85860443115234,99.05497741699219,99.2463150024414,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,World Bank,573.8149597167976,568.3937328338616,565.7223632812493,563.8170344543469,560.3502403259263,553.6760282897958,541.5760753631585,522.9661747741702,498.3212688446038,467.0409170532221,468.4520000000011,374.6172427368147,324.3960346221938,270.815121612548,218.3500806427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brunei Darussalam,Eastern Asia and South-eastern Asia ,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,World Bank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bulgaria,Northern America and Europe,88.09195709228516,88.60476684570312,89.10902404785156,89.61174774169922,90.11994171142578,90.64060974121094,91.18052673339844,91.74128723144531,92.31926727294922,92.91064453125,93.51155853271484,94.1181869506836,94.7266845703125,95.33320617675781,95.93470764160156,96.58468627929688,97.33782958984375,98.06486511230469,98.69963836669922,99.19500732421875,99.7,99.8,100.0,World Bank,972907.5873941043,912660.4045587154,853543.3198411558,807720.5826677708,762430.2660476686,716833.0792913819,670370.1032785038,623147.7928366093,575483.5848212428,527763.0269384766,479859.1122701261,432214.9152105711,385262.5191796878,339047.9380714418,293674.1994894408,245150.911493835,189754.7681726078,136929.1190318298,91350.88587318454,56154.36513000447,20802.04499999993,13755.4860000005,0.0
Burkina Faso,Sub-Saharan Africa ,9.101531028747559,9.51381778717041,9.917557716369629,11.4,10.72742557525635,11.14756774902344,11.58696365356445,12.04719924926758,12.52466011047363,12.63,13.1,14.77559947967529,15.06582069396973,15.38851356506348,19.2,16.15320014953613,16.56739616394043,17.01332092285156,14.4,17.6,18.4672794342041,18.95068740844727,18.99,World Bank,10801363.26156868,11084343.7736816,11379456.43103793,11545103.626,12003569.82445891,12329276.34173447,12657424.24290367,12979259.89185814,13294427.80237131,13673424.2214,14005538.305,14149509.78523169,14535407.82283348,14922426.96253006,14681232.336,15694459.9269018,16082049.88376759,16461119.82065887,17456170.888,17264150.536,17547982.51500133,17912451.64953816,18367142.79323406
Burundi,Sub-Saharan Africa ,2.538277864456177,2.832107543945312,3.117390394210815,3.40113353729248,3.690343856811523,3.207317073170732,2.66,4.654745101928711,4.8,5.386138916015625,5.3,6.155723094940186,6.5,6.9,7.0,7.890114784240723,8.477998733520508,9.3,9.509292602539062,9.839400291442871,9.1,10.23382759094238,10.28,World Bank,6147553.087837623,6282612.60121994,6441664.645470968,6627499.46575201,6857725.21328949,7151889.382682927,7454482.146,7574807.701705112,7880759.768,8240267.448535766,8642894.935,8873664.25992312,9158772.865,9449256.187,9760269.09,9880763.709724616,9978943.0750284,10118122.851,10400524.1173291,10706425.15521963,11108186.343,11266743.50100805,11564367.7564576
Cabo Verde,Sub-Saharan Africa ,58.5601921081543,60.26353073120117,58.6,63.65157318115234,65.35028839111328,67.0,68.79193115234375,70.54322052001953,72.31172943115234,74.0936279296875,81.1,82.26313781738281,83.24845886230469,84.26624298095703,85.32736206054688,86.42112731933594,87.5304183959961,88.61360931396484,90.19692993164062,91.4,93.74695587158203,95.52141571044922,97.13,World Bank,189898.3340624619,185155.2574755097,195917.634,174504.7988303375,168599.6062378692,162632.91,155692.0621899414,148678.0867726898,141303.2124902343,133583.098815918,98509.06800000003,93565.67275436403,89430.44757934572,84952.8476486206,80123.75435424806,74977.91812591552,69629.39550186158,64327.86963638308,55995.33229187015,49624.57999999996,36432.7363098145,26330.71668434143,17046.29095207213
Cambodia,Eastern Asia and South-eastern Asia ,16.6,9.528573989868164,13.10912799835205,19.3,14.2,20.5,27.48578834533691,20.2,26.4,25.6,31.1,37.4,42.3,50.9,56.1,62.72064590454102,68.76219940185547,89.07,80.7008285522461,84.0,86.4,90.8,92.0,DHS,10107113.394,11162538.24626801,10915039.31201989,10319681.97,11168046.318,10531033.485,9773305.190407734,10944403.218,10262701.568,10531870.56,9896473.548,9123252.01,8531891.280000001,7364844.353000001,6677548.662999999,5747552.99191883,4880776.394209595,1730294.307700003,3092738.156530609,2593239.359999999,2229972.960000001,1526190.116000002,1341427.359999999
Cameroon,Sub-Saharan Africa ,41.0,46.2,44.03639221191406,45.09002685546875,47.1,47.22069549560547,49.0,48.2,50.55208206176758,51.69436264038086,52.84618759155273,53.7,55.16312789916992,56.32056045532227,56.8,58.62038803100586,59.76366424560547,60.90362167358398,62.2,63.17689514160156,64.31187438964844,65.44670867919922,71.0,NatSur,8904040.46,8335370.114,8906067.011386566,8980156.014569093,8892176.303,9117715.105744857,9053179.83,9454466.588,9284875.604075432,9332298.438951187,9373251.805923615,9467828.199,9430397.62445175,9449107.637540817,9633420.72,9522543.61859825,9540691.05963974,9536850.329607429,9479010.365999999,9493858.461379852,9454172.404107515,9398021.16810089,8095215.44
Canada,Northern America and Europe,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,World Bank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cayman Islands,Latin America and the Caribbean ,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,World Bank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Central African Republic,Sub-Saharan Africa ,6.0,5.70644998550415,6.132954120635986,6.557918548583984,6.988349914550781,7.431255340576172,7.805169325258039,8.376415252685547,7.48,9.390251159667969,9.8,10.4422779083252,10.97301578521729,11.50178241729736,12.03670597076416,12.71299076080322,13.40480327606201,14.07050800323486,14.64395523071289,14.3,15.40571308135986,15.68027687072754,15.7,World Bank,3533619.8,3625372.951698833,3689583.161516304,3762764.047139015,3827557.757093353,3896064.798599014,3959170.554977395,4009053.17089222,4133083.9716,4135918.229716492,4203380.434,4237891.112076912,4249530.379143276,4250063.180692635,4221124.49810091,4206651.640977659,4246781.720840121,4293674.157694083,4348702.697696686,4464390.668,4519889.668920326,4601457.143538017,4703218.392
Chad,Sub-Saharan Africa ,3.110457181930542,3.442217826843262,3.765431642532349,4.087105751037598,3.5,4.753861904144287,5.11273193359375,5.492440700531006,5.88937520980835,6.299696445465088,6.4,8.98,7.791709899902344,8.090240478515625,8.432096481323242,7.7,9.245298385620117,10.9,10.05880641937256,8.4,10.86567687988281,11.26855850219727,11.71,World Bank,8002240.080018017,8244879.766512794,8505566.25699023,8820500.796327533,9277030.395,9529387.546026936,9835647.942908935,10133791.35834754,10445022.03376408,10771906.83301788,11133464.472,11211597.846,11761080.72647476,12147497.84711731,12542171.12051159,13051472.902,13243456.97457476,13441522.644,14034612.72282762,14772209.256,14836141.57171738,15243830.94757462,15647378.66672463
Channel Islands,Northern America and Europe,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,World Bank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chile,Latin America and the Caribbean ,97.938687,97.13436126708984,97.26668548583984,98.782325,97.53372955322266,97.68246459960938,99.368108,98.03926849365234,98.24531555175781,99.593662,99.52589416503906,99.588193,100.0,99.6,100.0,99.714844,100.0,99.7,100.0,100.0,100.0,100.0,100.0,World Bank,316448.6285208706,444861.1264564507,428960.6398918144,193112.4420460016,395046.3616328426,374868.5585482791,103216.8726589996,323433.2107075509,292356.0825637821,68400.69187086076,80617.72422821075,70721.97576411068,0.0,70039.69999999925,0.0,50957.73079343885,0.0,55105.73099999875,0.0,0.0,0.0,0.0,0.0
China,Eastern Asia and South-eastern Asia ,96.74505615234375,96.98531341552734,97.2170181274414,97.44718933105469,97.68283081054688,97.93093872070312,98.19830322265625,98.48650360107422,98.79193878173828,99.11075592041016,99.7,99.88720703125,99.94743347167969,99.99295043945312,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,World Bank,41098385.74523926,38342291.32461548,35633299.89624023,32890412.65869141,30032250.57220459,26974765.71044922,23620605.09033203,19946142.01698303,16002643.33076477,11838150.73394775,4013115.0,1517104.907226562,711850.6698608398,96102.42919921875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"China, Hong Kong Special Administrative Region",Eastern Asia and South-eastern Asia ,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,World Bank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"China, Macao Special Administrative Region",Eastern Asia and South-eastern Asia ,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,World Bank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colombia,Latin America and the Caribbean ,95.2,98.47,94.88104248046875,95.07718658447266,95.27880096435547,96.8,95.72622680664062,95.98040771484375,96.806763,96.057229,96.788995,96.6936,97.032176,97.779418,97.790938,98.186898,98.4,98.5,98.5,99.44425964355469,99.72175598144531,99.99910736083984,100.0,World Bank,1882326.479999997,609519.487499997,2070825.634429932,2021193.323741227,1966297.627178647,1351070.079999998,1828017.161599733,1740748.029036865,1399126.786381811,1747196.268440068,1439047.468685396,1498093.436535999,1358741.559506074,1026751.150752589,1031144.789557144,854328.7307625562,762015.2800000012,725275.0649999976,739154.4149999991,278911.6689950526,141711.5206253082,459.8570063784719,0.0
